job_id,job_title,industry,required_education,required_degree_field,years_of_experience,hard_skills,soft_skills,hard_skills_normalized,soft_skills_normalized,all_skills
164,Retail Buyer,Retail and Sales,Bachelor,Business,3,"['Vendor Negotiation', 'Inventory Planning', 'Trend Forecasting', 'Supply Chain Management', 'Retail Math', 'Merchandising Strategies', 'Product Sourcing', 'Quality Control Supplier', 'Cost Analysis', 'Market Research', 'Supplier Relationship Management', 'ERP Systems Purchasing Modules', 'Assortment Planning', 'Pricing Strategy', 'Purchase Order Management']","['Analytical Thinking', 'Decision-Making', 'Communication']","['vendor negotiation', 'inventory planning', 'trend forecasting', 'supply chain management', 'retail math', 'merchandising strategies', 'product sourcing', 'quality control supplier', 'cost analysis', 'market research', 'supplier relationship management', 'erp systems purchasing modules', 'assortment planning', 'pricing strategy', 'purchase order management']","['analytical thinking', 'decision-making', 'communication']","['vendor negotiation', 'inventory planning', 'trend forecasting', 'supply chain management', 'retail math', 'merchandising strategies', 'product sourcing', 'quality control supplier', 'cost analysis', 'market research', 'supplier relationship management', 'erp systems purchasing modules', 'assortment planning', 'pricing strategy', 'purchase order management', 'analytical thinking', 'decision-making', 'communication']"
165,Merchandise Planner,Retail and Sales,Bachelor,Business,3,"['Demand Forecasting', 'Inventory Optimization', 'Sales Analysis', 'Statistical Modeling', 'Retail Planning Software', 'Open-to-Buy Planning', 'Assortment Planning', 'Promotion Planning', 'Data Visualization', 'ERP Systems Planning Modules', 'Supply Chain Management', 'Pricing Strategy', 'Markdown Management', 'Product Lifecycle Management', 'Report Generation Sales & Inventory']","['Analytical Skills', 'Attention to Detail', 'Problem-Solving']","['demand forecasting', 'inventory optimization', 'sales analysis', 'statistical modeling', 'retail planning software', 'open-to-buy planning', 'assortment planning', 'promotion planning', 'data visualization', 'erp systems planning modules', 'supply chain management', 'pricing strategy', 'markdown management', 'product lifecycle management', 'report generation sales & inventory']","['analytical skills', 'attention to detail', 'problem-solving']","['demand forecasting', 'inventory optimization', 'sales analysis', 'statistical modeling', 'retail planning software', 'open-to-buy planning', 'assortment planning', 'promotion planning', 'data visualization', 'erp systems planning modules', 'supply chain management', 'pricing strategy', 'markdown management', 'product lifecycle management', 'report generation sales & inventory', 'analytical skills', 'attention to detail', 'problem-solving']"
166,Public Policy Analyst,Law and Government,Master,Arts and Social Sciences,4,"['Policy Research', 'Legislative Analysis', 'Stakeholder Engagement', 'Quantitative Data Analysis', 'Qualitative Research Methods', 'Econometrics', 'Program Evaluation', 'Report Writing Policy Briefs', 'Public Speaking', 'Statistical Software', 'Cost-Benefit Analysis', 'Legal Research', 'Policy Advocacy', 'Data Visualization', 'Survey Design']","['Critical Thinking', 'Communication', 'Negotiation']","['policy research', 'legislative analysis', 'stakeholder engagement', 'quantitative data analysis', 'qualitative research methods', 'econometrics', 'program evaluation', 'report writing policy briefs', 'public speaking', 'statistical software', 'cost-benefit analysis', 'legal research', 'policy advocacy', 'data visualization', 'survey design']","['critical thinking', 'communication', 'negotiation']","['policy research', 'legislative analysis', 'stakeholder engagement', 'quantitative data analysis', 'qualitative research methods', 'econometrics', 'program evaluation', 'report writing policy briefs', 'public speaking', 'statistical software', 'cost-benefit analysis', 'legal research', 'policy advocacy', 'data visualization', 'survey design', 'critical thinking', 'communication', 'negotiation']"
167,Police Officer,Law and Government,nan,Arts and Social Sciences,2,"['Law Enforcement Procedures', 'Criminal Investigation Techniques', 'First Aid Certification', 'Firearm Proficiency', 'Defensive Tactics', 'Report Writing Police', 'Evidence Collection', 'Traffic Enforcement', 'Crisis Intervention', 'CPR Certification', 'Navigation and Map Reading', 'Radio Communication', 'Vehicle Operation Emergency', 'Baton and Handcuffing Techniques', 'Surveillance Techniques']","['Communication', 'Decision-Making', 'Physical Fitness']","['law enforcement procedures', 'criminal investigation techniques', 'first aid certification', 'firearm proficiency', 'defensive tactics', 'report writing police', 'evidence collection', 'traffic enforcement', 'crisis intervention', 'cpr certification', 'navigation and map reading', 'radio communication', 'vehicle operation emergency', 'baton and handcuffing techniques', 'surveillance techniques']","['communication', 'decision-making', 'physical fitness']","['law enforcement procedures', 'criminal investigation techniques', 'first aid certification', 'firearm proficiency', 'defensive tactics', 'report writing police', 'evidence collection', 'traffic enforcement', 'crisis intervention', 'cpr certification', 'navigation and map reading', 'radio communication', 'vehicle operation emergency', 'baton and handcuffing techniques', 'surveillance techniques', 'communication', 'decision-making', 'physical fitness']"
168,Firefighter,Law and Government,nan,Arts and Social Sciences,2,"['Fire Suppression Techniques', 'Emergency Medical Response', 'Hazardous Materials Handling', 'Technical Rescue Operations', 'First Aid Certification', 'CPR Certification', 'Hose Line Operations', 'Ladder Operations', 'Ventilation Techniques', 'SCBA Self-Contained Breathing Apparatus Operation', 'Salvage and Overhaul', 'Vehicle Extrication', 'Knot Tying', 'Fire Apparatus Operation', 'Incident Command System']","['Bravery', 'Teamwork', 'Physical Fitness']","['fire suppression techniques', 'emergency medical response', 'hazardous materials handling', 'technical rescue operations', 'first aid certification', 'cpr certification', 'hose line operations', 'ladder operations', 'ventilation techniques', 'scba self-contained breathing apparatus operation', 'salvage and overhaul', 'vehicle extrication', 'knot tying', 'fire apparatus operation', 'incident command system']","['bravery', 'teamwork', 'physical fitness']","['fire suppression techniques', 'emergency medical response', 'hazardous materials handling', 'technical rescue operations', 'first aid certification', 'cpr certification', 'hose line operations', 'ladder operations', 'ventilation techniques', 'scba self-contained breathing apparatus operation', 'salvage and overhaul', 'vehicle extrication', 'knot tying', 'fire apparatus operation', 'incident command system', 'bravery', 'teamwork', 'physical fitness']"
169,Diplomat,Law and Government,Master,Arts and Social Sciences,2,"['Foreign Language Proficiency', 'International Relations Knowledge', 'Negotiation and Mediation', 'Public Speaking', 'Cross-Cultural Communication', 'Policy Analysis International', 'International Law', 'Crisis Management', 'Report Writing Diplomatic', 'Protocol Adherence', 'Economic Analysis Global', 'Geopolitical Analysis', 'Treaty Interpretation', 'Communication Strategy', 'Grant Writing International']","['Cultural Sensitivity and Awareness', 'Emotional Intelligence', 'Communication']","['foreign language proficiency', 'international relations knowledge', 'negotiation and mediation', 'public speaking', 'cross-cultural communication', 'policy analysis international', 'international law', 'crisis management', 'report writing diplomatic', 'protocol adherence', 'economic analysis global', 'geopolitical analysis', 'treaty interpretation', 'communication strategy', 'grant writing international']","['cultural sensitivity and awareness', 'emotional intelligence', 'communication']","['foreign language proficiency', 'international relations knowledge', 'negotiation and mediation', 'public speaking', 'cross-cultural communication', 'policy analysis international', 'international law', 'crisis management', 'report writing diplomatic', 'protocol adherence', 'economic analysis global', 'geopolitical analysis', 'treaty interpretation', 'communication strategy', 'grant writing international', 'cultural sensitivity and awareness', 'emotional intelligence', 'communication']"
170,Immigration Officer,Law and Government,Bachelor,Arts and Social Sciences,3,"['Immigration Law', 'Case Management Software', 'Document Verification', 'Interviewing Techniques', 'Border Security Procedures', 'Database Management Immigration', 'Regulatory Compliance', 'Legal Research Immigration', 'Biometric Systems Operation', 'Data Entry and Record Keeping', 'Language Proficiency', 'Fraud Detection', 'Risk Assessment', 'Customs Regulations', 'Public Safety Procedures']","['Communication', 'Empathy', 'Attention to Detail']","['immigration law', 'case management software', 'document verification', 'interviewing techniques', 'border security procedures', 'database management immigration', 'regulatory compliance', 'legal research immigration', 'biometric systems operation', 'data entry and record keeping', 'language proficiency', 'fraud detection', 'risk assessment', 'customs regulations', 'public safety procedures']","['communication', 'empathy', 'attention to detail']","['immigration law', 'case management software', 'document verification', 'interviewing techniques', 'border security procedures', 'database management immigration', 'regulatory compliance', 'legal research immigration', 'biometric systems operation', 'data entry and record keeping', 'language proficiency', 'fraud detection', 'risk assessment', 'customs regulations', 'public safety procedures', 'communication', 'empathy', 'attention to detail']"
171,Judge,Law and Government,Master,Arts and Social Sciences,5,"['Legal Research', 'Judicial Procedures', 'Courtroom Management', 'Statutory Interpretation', 'Case Analysis', 'Evidence Admissibility Rules', 'Sentencing Guidelines', 'Legal Writing Opinions', 'Pleading and Motion Review', 'Jurisprudence', 'Appellate Procedures', 'Legal Drafting', 'Electronic Case Management Systems', 'Constitutional Law', 'Legal Ethics']","['Decision-Making', 'Integrity', 'Leadership']","['legal research', 'judicial procedures', 'courtroom management', 'statutory interpretation', 'case analysis', 'evidence admissibility rules', 'sentencing guidelines', 'legal writing opinions', 'pleading and motion review', 'jurisprudence', 'appellate procedures', 'legal drafting', 'electronic case management systems', 'constitutional law', 'legal ethics']","['decision-making', 'integrity', 'leadership']","['legal research', 'judicial procedures', 'courtroom management', 'statutory interpretation', 'case analysis', 'evidence admissibility rules', 'sentencing guidelines', 'legal writing opinions', 'pleading and motion review', 'jurisprudence', 'appellate procedures', 'legal drafting', 'electronic case management systems', 'constitutional law', 'legal ethics', 'decision-making', 'integrity', 'leadership']"
172,Paralegal,Law and Government,Bachelor,Arts and Social Sciences,2,"['Legal Writing', 'Document Drafting', 'Case Preparation', 'Legal Research Databases', 'Pleadings and Motions Preparation', 'Discovery Management', 'Trial Preparation', 'Client Interviewing', 'Docketing and Calendaring', 'e-Discovery', 'Legal Citation', 'Transcription', 'Database Management Legal', 'Legal Software', 'Records Management']","['Organization', 'Time Management', 'Teamwork']","['legal writing', 'document drafting', 'case preparation', 'legal research databases', 'pleadings and motions preparation', 'discovery management', 'trial preparation', 'client interviewing', 'docketing and calendaring', 'e-discovery', 'legal citation', 'transcription', 'database management legal', 'legal software', 'records management']","['organization', 'time management', 'teamwork']","['legal writing', 'document drafting', 'case preparation', 'legal research databases', 'pleadings and motions preparation', 'discovery management', 'trial preparation', 'client interviewing', 'docketing and calendaring', 'e-discovery', 'legal citation', 'transcription', 'database management legal', 'legal software', 'records management', 'organization', 'time management', 'teamwork']"
173,Legal Assistant,Law and Government,Bachelor,Arts and Social Sciences,1,"['Legal Research', 'Document Management', 'Scheduling', 'Office Suite Proficiency', 'Data Entry', 'Client Communication', 'Filing Systems Legal', 'Calendar Management', 'Dictation Transcription', 'Billing and Invoicing Software', 'Correspondence Management', 'Trial Exhibit Preparation', 'Legal Terminology', 'Records Request Processing', 'Notary Public']","['Communication', 'Attention to Detail', 'Adaptability']","['legal research', 'document management', 'scheduling', 'office suite proficiency', 'data entry', 'client communication', 'filing systems legal', 'calendar management', 'dictation transcription', 'billing and invoicing software', 'correspondence management', 'trial exhibit preparation', 'legal terminology', 'records request processing', 'notary public']","['communication', 'attention to detail', 'adaptability']","['legal research', 'document management', 'scheduling', 'office suite proficiency', 'data entry', 'client communication', 'filing systems legal', 'calendar management', 'dictation transcription', 'billing and invoicing software', 'correspondence management', 'trial exhibit preparation', 'legal terminology', 'records request processing', 'notary public', 'communication', 'attention to detail', 'adaptability']"
174,Public Defender,Law and Government,Master,Arts and Social Sciences,4,"['Criminal Law', 'Trial Advocacy', 'Client Representation', 'Legal Research', 'Cross-Examination Techniques', 'Plea Bargaining', 'Motions Practice', 'Discovery Analysis', 'Sentencing Advocacy', 'Jury Selection', 'Legal Writing Briefs', 'Evidence Rules', 'Case Theory Development', 'Legal Ethics', 'Interviewing Skills Client']","['Empathy', 'Public Speaking', 'Resilience']","['criminal law', 'trial advocacy', 'client representation', 'legal research', 'cross-examination techniques', 'plea bargaining', 'motions practice', 'discovery analysis', 'sentencing advocacy', 'jury selection', 'legal writing briefs', 'evidence rules', 'case theory development', 'legal ethics', 'interviewing skills client']","['empathy', 'public speaking', 'resilience']","['criminal law', 'trial advocacy', 'client representation', 'legal research', 'cross-examination techniques', 'plea bargaining', 'motions practice', 'discovery analysis', 'sentencing advocacy', 'jury selection', 'legal writing briefs', 'evidence rules', 'case theory development', 'legal ethics', 'interviewing skills client', 'empathy', 'public speaking', 'resilience']"
175,Urban Policy Planner,Law and Government,Master,Arts and Social Sciences,3,"['Policy Analysis', 'Urban Development', 'GIS Mapping', 'Zoning Regulations', 'Land Use Planning', 'Data Analysis Demographic, Economic', 'Community Engagement Strategies', 'Environmental Impact Assessment', 'Transportation Planning', 'Statistical Software', 'Report Writing Policy', 'Public Presentation', 'Project Management Urban Planning', 'Urban Design Principles', 'Grant Writing']","['Critical Thinking', 'Collaboration', 'Negotiation']","['policy analysis', 'urban development', 'gis mapping', 'zoning regulations', 'land use planning', 'data analysis demographic, economic', 'community engagement strategies', 'environmental impact assessment', 'transportation planning', 'statistical software', 'report writing policy', 'public presentation', 'project management urban planning', 'urban design principles', 'grant writing']","['critical thinking', 'collaboration', 'negotiation']","['policy analysis', 'urban development', 'gis mapping', 'zoning regulations', 'land use planning', 'data analysis demographic, economic', 'community engagement strategies', 'environmental impact assessment', 'transportation planning', 'statistical software', 'report writing policy', 'public presentation', 'project management urban planning', 'urban design principles', 'grant writing', 'critical thinking', 'collaboration', 'negotiation']"
176,Supply Chain Manager,Transportation and Logistics,Bachelor,Business,4,"['Inventory Management', 'Logistics Software', 'Supplier Negotiation', 'Demand Planning', 'Procurement', 'Warehouse Management Systems', 'ERP Systems', 'Data Analytics Supply Chain', 'Supply Chain Optimization', 'Risk Management Supply Chain', 'Global Sourcing', 'Lean Principles', 'Transportation Management Systems', 'Forecasting', 'Contract Management']","['Leadership', 'Problem-Solving', 'Strategic Thinking']","['inventory management', 'logistics software', 'supplier negotiation', 'demand planning', 'procurement', 'warehouse management systems', 'erp systems', 'data analytics supply chain', 'supply chain optimization', 'risk management supply chain', 'global sourcing', 'lean principles', 'transportation management systems', 'forecasting', 'contract management']","['leadership', 'problem-solving', 'strategic thinking']","['inventory management', 'logistics software', 'supplier negotiation', 'demand planning', 'procurement', 'warehouse management systems', 'erp systems', 'data analytics supply chain', 'supply chain optimization', 'risk management supply chain', 'global sourcing', 'lean principles', 'transportation management systems', 'forecasting', 'contract management', 'leadership', 'problem-solving', 'strategic thinking']"
177,Logistics Coordinator,Transportation and Logistics,Bachelor,Business,2,"['Shipping Coordination', 'Route Planning', 'ERP Systems', 'Freight Forwarding', 'Customs Documentation', 'Inventory Control', 'Warehouse Operations', 'Transportation Management Systems Basic', 'Data Entry Logistics', 'Load Planning', 'Scheduling Software', 'Order Processing', 'Incoterms Knowledge', 'Record Keeping', 'Carrier Management']","['Organization', 'Communication', 'Multitasking']","['shipping coordination', 'route planning', 'erp systems', 'freight forwarding', 'customs documentation', 'inventory control', 'warehouse operations', 'transportation management systems basic', 'data entry logistics', 'load planning', 'scheduling software', 'order processing', 'incoterms knowledge', 'record keeping', 'carrier management']","['organization', 'communication', 'multitasking']","['shipping coordination', 'route planning', 'erp systems', 'freight forwarding', 'customs documentation', 'inventory control', 'warehouse operations', 'transportation management systems basic', 'data entry logistics', 'load planning', 'scheduling software', 'order processing', 'incoterms knowledge', 'record keeping', 'carrier management', 'organization', 'communication', 'multitasking']"
178,Transportation Planner,Transportation and Logistics,Bachelor,Engineering,3,"['Traffic Analysis', 'GIS Software', 'Transport Modeling', 'Route Optimization Software', 'Network Design', 'Public Transit Planning', 'Supply Chain Analytics', 'Feasibility Studies', 'Data Visualization Transport', 'Policy Analysis Transport', 'Demand Forecasting Transport', 'Traffic Simulation Software', 'Economic Impact Analysis', 'Regulatory Compliance Transport', 'Freight Planning']","['Analytical Thinking', 'Teamwork', 'Project Management']","['traffic analysis', 'gis software', 'transport modeling', 'route optimization software', 'network design', 'public transit planning', 'supply chain analytics', 'feasibility studies', 'data visualization transport', 'policy analysis transport', 'demand forecasting transport', 'traffic simulation software', 'economic impact analysis', 'regulatory compliance transport', 'freight planning']","['analytical thinking', 'teamwork', 'project management']","['traffic analysis', 'gis software', 'transport modeling', 'route optimization software', 'network design', 'public transit planning', 'supply chain analytics', 'feasibility studies', 'data visualization transport', 'policy analysis transport', 'demand forecasting transport', 'traffic simulation software', 'economic impact analysis', 'regulatory compliance transport', 'freight planning', 'analytical thinking', 'teamwork', 'project management']"
179,Warehouse Manager,Transportation and Logistics,Bachelor,Business,3,"['Inventory Control', 'Warehouse Software', 'Safety Compliance OSHA', 'Forklift Operation', 'Logistics Management', 'Order Fulfillment', 'ERP Systems', 'Lean Warehouse Principles', 'Cycle Counting', 'Space Optimization', 'Equipment Maintenance Basic', 'Staff Scheduling Software', 'Receiving and Shipping Procedures', 'Quality Control Warehouse', 'Data Analysis Warehouse Metrics']","['Leadership', 'Time Management', 'Problem-Solving']","['inventory control', 'warehouse software', 'safety compliance osha', 'forklift operation', 'logistics management', 'order fulfillment', 'erp systems', 'lean warehouse principles', 'cycle counting', 'space optimization', 'equipment maintenance basic', 'staff scheduling software', 'receiving and shipping procedures', 'quality control warehouse', 'data analysis warehouse metrics']","['leadership', 'time management', 'problem-solving']","['inventory control', 'warehouse software', 'safety compliance osha', 'forklift operation', 'logistics management', 'order fulfillment', 'erp systems', 'lean warehouse principles', 'cycle counting', 'space optimization', 'equipment maintenance basic', 'staff scheduling software', 'receiving and shipping procedures', 'quality control warehouse', 'data analysis warehouse metrics', 'leadership', 'time management', 'problem-solving']"
180,Freight Broker,Transportation and Logistics,nan,Business,1,"['Freight Negotiation', 'Load Board Management', 'Shipping Regulations', 'CRM Software Freight', 'Transportation Management Systems', 'Carrier Sourcing', 'Rate Calculation', 'Billing and Invoicing', 'Claims Management', 'Market Analysis Freight', 'Logistics Planning', 'Dispatching Software', 'Intermodal Freight', 'Customer Service', 'Contract Management']","['Communication', 'Networking', 'Persuasion']","['freight negotiation', 'load board management', 'shipping regulations', 'crm software freight', 'transportation management systems', 'carrier sourcing', 'rate calculation', 'billing and invoicing', 'claims management', 'market analysis freight', 'logistics planning', 'dispatching software', 'intermodal freight', 'customer service', 'contract management']","['communication', 'networking', 'persuasion']","['freight negotiation', 'load board management', 'shipping regulations', 'crm software freight', 'transportation management systems', 'carrier sourcing', 'rate calculation', 'billing and invoicing', 'claims management', 'market analysis freight', 'logistics planning', 'dispatching software', 'intermodal freight', 'customer service', 'contract management', 'communication', 'networking', 'persuasion']"
181,Truck Driver,Transportation and Logistics,nan,nan,0,"['Vehicle Operation Commercial Trucks', 'Route Navigation GPS', 'Cargo Handling Loading/Unloading', 'Logbook Management ELD', 'DOT Regulations Compliance', 'Pre-Trip Inspections', 'Basic Vehicle Maintenance', 'Hazardous Material Endorsement HazMat', 'Defensive Driving', 'Load Securement', 'Delivery Documentation', 'Tractor-Trailer Maneuvering', 'Weight Distribution', 'Cross-border Procedures', 'Fuel Efficiency Management']","['Time Management', 'Patience', 'Safety Awareness']","['vehicle operation commercial trucks', 'route navigation gps', 'cargo handling loading/unloading', 'logbook management eld', 'dot regulations compliance', 'pre-trip inspections', 'basic vehicle maintenance', 'hazardous material endorsement hazmat', 'defensive driving', 'load securement', 'delivery documentation', 'tractor-trailer maneuvering', 'weight distribution', 'cross-border procedures', 'fuel efficiency management']","['time management', 'patience', 'safety awareness']","['vehicle operation commercial trucks', 'route navigation gps', 'cargo handling loading/unloading', 'logbook management eld', 'dot regulations compliance', 'pre-trip inspections', 'basic vehicle maintenance', 'hazardous material endorsement hazmat', 'defensive driving', 'load securement', 'delivery documentation', 'tractor-trailer maneuvering', 'weight distribution', 'cross-border procedures', 'fuel efficiency management', 'time management', 'patience', 'safety awareness']"
182,Airline Operations Manager,Transportation and Logistics,Bachelor,Business,4,"['Flight Scheduling Software', 'Regulatory Compliance Aviation', 'Operations Software Airport', 'Air Traffic Control ATC Communication', 'Ground Operations Management', 'Aviation Safety Management Systems SMS', 'Crew Resource Management CRM Aviation', 'Aircraft Performance Calculations', 'Airport Slot Coordination', 'Fuel Management Aviation', 'Crisis Management Aviation', 'Airline Management Systems', 'Route Planning Aviation', 'Security Protocols Aviation', 'Data Analysis Flight Operations']","['Leadership', 'Decision-Making', 'Crisis Management']","['flight scheduling software', 'regulatory compliance aviation', 'operations software airport', 'air traffic control atc communication', 'ground operations management', 'aviation safety management systems sms', 'crew resource management crm aviation', 'aircraft performance calculations', 'airport slot coordination', 'fuel management aviation', 'crisis management aviation', 'airline management systems', 'route planning aviation', 'security protocols aviation', 'data analysis flight operations']","['leadership', 'decision-making', 'crisis management']","['flight scheduling software', 'regulatory compliance aviation', 'operations software airport', 'air traffic control atc communication', 'ground operations management', 'aviation safety management systems sms', 'crew resource management crm aviation', 'aircraft performance calculations', 'airport slot coordination', 'fuel management aviation', 'crisis management aviation', 'airline management systems', 'route planning aviation', 'security protocols aviation', 'data analysis flight operations', 'leadership', 'decision-making', 'crisis management']"
183,Port Manager,Transportation and Logistics,Bachelor,Business,5,"['Port Operations Management', 'Maritime Regulations', 'Cargo Handling Equipment Operation', 'Terminal Operating Systems TOS', 'Supply Chain Logistics', 'Customs Procedures', 'Navigational Safety', 'Vessel Traffic Management', 'Budget Management Port', 'Environmental Regulations Maritime', 'Security Protocols Port', 'Equipment Maintenance Management', 'Labor Relations Port', 'Port Planning and Development', 'Data Analysis Port Metrics']","['Leadership', 'Strategic Planning', 'Stakeholder Management']","['port operations management', 'maritime regulations', 'cargo handling equipment operation', 'terminal operating systems tos', 'supply chain logistics', 'customs procedures', 'navigational safety', 'vessel traffic management', 'budget management port', 'environmental regulations maritime', 'security protocols port', 'equipment maintenance management', 'labor relations port', 'port planning and development', 'data analysis port metrics']","['leadership', 'strategic planning', 'stakeholder management']","['port operations management', 'maritime regulations', 'cargo handling equipment operation', 'terminal operating systems tos', 'supply chain logistics', 'customs procedures', 'navigational safety', 'vessel traffic management', 'budget management port', 'environmental regulations maritime', 'security protocols port', 'equipment maintenance management', 'labor relations port', 'port planning and development', 'data analysis port metrics', 'leadership', 'strategic planning', 'stakeholder management']"
184,Inventory Manager,Transportation and Logistics,Bachelor,Business,3,"['Stock Control', 'Demand Forecasting', 'ERP Systems', 'Inventory Management Software', 'Warehouse Management Systems', 'ABC Analysis', 'Cycle Counting', 'Just-In-Time JIT', 'Kanban Systems', 'Material Requirements Planning MRP', 'Vendor Managed Inventory VMI', 'Data Analysis Inventory', 'RFID Technology', 'Barcoding Systems', 'Returns Management']","['Attention to Detail', 'Analytical Thinking', 'Organization']","['stock control', 'demand forecasting', 'erp systems', 'inventory management software', 'warehouse management systems', 'abc analysis', 'cycle counting', 'just-in-time jit', 'kanban systems', 'material requirements planning mrp', 'vendor managed inventory vmi', 'data analysis inventory', 'rfid technology', 'barcoding systems', 'returns management']","['attention to detail', 'analytical thinking', 'organization']","['stock control', 'demand forecasting', 'erp systems', 'inventory management software', 'warehouse management systems', 'abc analysis', 'cycle counting', 'just-in-time jit', 'kanban systems', 'material requirements planning mrp', 'vendor managed inventory vmi', 'data analysis inventory', 'rfid technology', 'barcoding systems', 'returns management', 'attention to detail', 'analytical thinking', 'organization']"
185,Procurement Officer,Transportation and Logistics,Bachelor,Business,2,"['Vendor Management', 'Contract Negotiation', 'Purchase Order Systems', 'Supplier Relationship Management', 'Sourcing Strategies', 'Cost Analysis Procurement', 'ERP Procurement Modules', 'E-Procurement Software', 'Contract Lifecycle Management', 'Risk Management Procurement', 'Market Analysis Supplier', 'Spend Analysis', 'Competitive Bidding', 'Supplier Performance Management', 'Compliance Procurement Regulations']","['Negotiation', 'Communication', 'Cost Awareness']","['vendor management', 'contract negotiation', 'purchase order systems', 'supplier relationship management', 'sourcing strategies', 'cost analysis procurement', 'erp procurement modules', 'e-procurement software', 'contract lifecycle management', 'risk management procurement', 'market analysis supplier', 'spend analysis', 'competitive bidding', 'supplier performance management', 'compliance procurement regulations']","['negotiation', 'communication', 'cost awareness']","['vendor management', 'contract negotiation', 'purchase order systems', 'supplier relationship management', 'sourcing strategies', 'cost analysis procurement', 'erp procurement modules', 'e-procurement software', 'contract lifecycle management', 'risk management procurement', 'market analysis supplier', 'spend analysis', 'competitive bidding', 'supplier performance management', 'compliance procurement regulations', 'negotiation', 'communication', 'cost awareness']"
186,AI Product Manager,Technology,Master,Computing,4,"['Machine Learning Concepts', 'Product Roadmapping', 'Agile Development', 'Data Science Principles', 'Natural Language Processing NLP', 'Computer Vision', 'Deep Learning Frameworks TensorFlow, PyTorch', 'Cloud Platforms AWS, Azure, GCP', 'User Experience UX Design', 'Market Research AI', 'Data Analytics', 'API Design', 'Model Evaluation Metrics', 'Version Control Systems Git', 'Jira or similar project management software']","['Leadership', 'Strategic Thinking', 'Stakeholder Management']","['machine learning concepts', 'product roadmapping', 'agile development', 'data science principles', 'natural language processing nlp', 'computer vision', 'deep learning frameworks tensorflow, pytorch', 'cloud platforms aws, azure, gcp', 'user experience ux design', 'market research ai', 'data analytics', 'api design', 'model evaluation metrics', 'version control systems git', 'jira or similar project management software']","['leadership', 'strategic thinking', 'stakeholder management']","['machine learning concepts', 'product roadmapping', 'agile development', 'data science principles', 'natural language processing nlp', 'computer vision', 'deep learning frameworks tensorflow, pytorch', 'cloud platforms aws, azure, gcp', 'user experience ux design', 'market research ai', 'data analytics', 'api design', 'model evaluation metrics', 'version control systems git', 'jira or similar project management software', 'leadership', 'strategic thinking', 'stakeholder management']"
187,Prompt Engineer (for AI),Technology,Bachelor,Computing,2,"['Natural Language Processing NLP', 'AI Model Fine-Tuning', 'Python Programming', 'Generative AI Models GPT, LLMs', 'Machine Learning Concepts', 'Data Annotation', 'Text Generation', 'Evaluation Metrics for NLP', 'Prompt Optimization Techniques', 'Linguistics', 'Experiment Design AI', 'Version Control Systems', 'Deep Learning', 'Data Analysis', 'Cloud Computing Platforms']","['Creativity', 'Problem-Solving', 'Attention to Detail']","['natural language processing nlp', 'ai model fine-tuning', 'python programming', 'generative ai models gpt, llms', 'machine learning concepts', 'data annotation', 'text generation', 'evaluation metrics for nlp', 'prompt optimization techniques', 'linguistics', 'experiment design ai', 'version control systems', 'deep learning', 'data analysis', 'cloud computing platforms']","['creativity', 'problem-solving', 'attention to detail']","['natural language processing nlp', 'ai model fine-tuning', 'python programming', 'generative ai models gpt, llms', 'machine learning concepts', 'data annotation', 'text generation', 'evaluation metrics for nlp', 'prompt optimization techniques', 'linguistics', 'experiment design ai', 'version control systems', 'deep learning', 'data analysis', 'cloud computing platforms', 'creativity', 'problem-solving', 'attention to detail']"
188,Data Privacy Officer,Technology,Master,Information Systems,5,"['GDPR Compliance', 'Risk Assessment Privacy', 'Data Encryption Techniques', 'Privacy by Design', 'Cybersecurity Fundamentals', 'Privacy Impact Assessments PIA', 'Data Breach Response Planning', 'Legal Research Privacy Laws CCPA, HIPAA', 'Information Security Standards ISO 27001', 'Auditing and Compliance Software', 'Policy Development Privacy', 'Vendor Risk Management', 'Data Governance Frameworks', 'Incident Response', 'Cloud Security']","['Ethical Judgment', 'Communication', 'Policy Development']","['gdpr compliance', 'risk assessment privacy', 'data encryption techniques', 'privacy by design', 'cybersecurity fundamentals', 'privacy impact assessments pia', 'data breach response planning', 'legal research privacy laws ccpa, hipaa', 'information security standards iso 27001', 'auditing and compliance software', 'policy development privacy', 'vendor risk management', 'data governance frameworks', 'incident response', 'cloud security']","['ethical judgment', 'communication', 'policy development']","['gdpr compliance', 'risk assessment privacy', 'data encryption techniques', 'privacy by design', 'cybersecurity fundamentals', 'privacy impact assessments pia', 'data breach response planning', 'legal research privacy laws ccpa, hipaa', 'information security standards iso 27001', 'auditing and compliance software', 'policy development privacy', 'vendor risk management', 'data governance frameworks', 'incident response', 'cloud security', 'ethical judgment', 'communication', 'policy development']"
