job_id,job_title,industry,required_education,required_degree_field,years_of_experience,hard_skills,soft_skills,hard_skills_normalized,soft_skills_normalized,all_skills,company,location,employment_type,experience_level,skills_required,salary_min_usd,salary_max_usd,remote_allowed,posted_date,salary_avg_usd,salary_min_inr,salary_max_inr,salary_avg_inr,salary_min_lpa,salary_max_lpa,salary_avg_lpa,skills_list
183,Product Manager,Technology,,,,,,,,,Netflix,"Austin, USA",Internship,Director,"Data Visualization, Kubernetes, Node.js, Docker, Machine Learning, Excel",68242.0,117934.0,False,26-05-2024,93088.0,5664086.0,9788522.0,7726304.0,56.64086,97.88522,77.26304,"['data visualization', 'kubernetes', 'node.js', 'docker', 'machine learning', 'excel']"
184,Marketing Analyst,Healthcare,,,,,,,,,Salesforce,"San Francisco, USA",Full-time,Mid level,"Excel, Data Visualization, Python, React",54818.0,111942.0,False,10-07-2024,83380.0,4549894.0,9291186.0,6920540.0,45.49894,92.91186,69.2054,"['excel', 'data visualization', 'python', 'react']"
185,Data Analyst,E-commerce,,,,,,,,,Microsoft,"London, UK",Part-time,Mid level,"Docker, Kubernetes, Tableau, Excel, Data Visualization",106420.0,130306.0,True,06-12-2023,118363.0,8832860.0,10815398.0,9824129.0,88.3286,108.15398,98.24129,"['docker', 'kubernetes', 'tableau', 'excel', 'data visualization']"
186,Data Scientist,Finance,,,,,,,,,Netflix,"Toronto, Canada",Full-time,Entry level,"AWS, Azure, Kubernetes, JavaScript, Machine Learning",53219.0,126496.0,False,20-12-2023,89857.5,4417177.0,10499168.0,7458172.5,44.17177,104.99168,74.581725,"['aws', 'azure', 'kubernetes', 'javascript', 'machine learning']"
187,Full Stack Developer,Healthcare,,,,,,,,,FinTechHub,"Bangalore, India",Contract,Entry level,"Tableau, Power BI, SQL",112411.0,135206.0,True,23-12-2023,123808.5,9330113.0,11222098.0,10276105.5,93.30113,112.22098,102.761055,"['tableau', 'power bi', 'sql']"
188,Product Manager,Education,,,,,,,,,Adobe,"Austin, USA",Part-time,Senior level,"Kubernetes, JavaScript, Tableau, Docker, Excel, Java",64334.0,95876.0,True,18-12-2023,80105.0,5339722.0,7957708.0,6648715.0,53.39722,79.57708,66.48715,"['kubernetes', 'javascript', 'tableau', 'docker', 'excel', 'java']"
189,AI Researcher,Technology,,,,,,,,,Meta,"Bangalore, India",Internship,Director,"JavaScript, AWS, Tableau, Power BI",101849.0,115675.0,True,18-03-2024,108762.0,8453467.0,9601025.0,9027246.0,84.53467,96.01025,90.27246,"['javascript', 'aws', 'tableau', 'power bi']"
190,Machine Learning Engineer,Healthcare,,,,,,,,,Tesla,"Seattle, USA",Internship,Entry level,"Machine Learning, Excel, Azure, Data Visualization, Docker, Power BI",63336.0,97841.0,False,14-08-2024,80588.5,5256888.0,8120803.0,6688845.5,52.56888,81.20803,66.888455,"['machine learning', 'excel', 'azure', 'data visualization', 'docker', 'power bi']"
191,Full Stack Developer,Finance,,,,,,,,,Salesforce,"Austin, USA",Contract,Entry level,"SQL, JavaScript, AWS, Node.js, Java",95603.0,151738.0,False,27-04-2023,123670.5,7935049.0,12594254.0,10264651.5,79.35049,125.94254,102.646515,"['sql', 'javascript', 'aws', 'node.js', 'java']"
192,DevOps Engineer,Finance,,,,,,,,,Salesforce,"Austin, USA",Internship,Director,"Excel, Machine Learning, Power BI, Node.js, Java, React",116954.0,177870.0,True,25-05-2023,147412.0,9707182.0,14763210.0,12235196.0,97.07182,147.6321,122.35196,"['excel', 'machine learning', 'power bi', 'node.js', 'java', 'react']"
193,Software Engineer,Technology,,,,,,,,,Tesla,"Bangalore, India",Full-time,Senior level,"Java, JavaScript, Docker, Machine Learning, Power BI, Kubernetes",87858.0,116246.0,False,16-05-2024,102052.0,7292214.0,9648418.0,8470316.0,72.92214,96.48418,84.70316,"['java', 'javascript', 'docker', 'machine learning', 'power bi', 'kubernetes']"
194,Full Stack Developer,Healthcare,,,,,,,,,Amazon,"San Francisco, USA",Full-time,Mid level,"AWS, JavaScript, Machine Learning",104477.0,172653.0,False,18-05-2024,138565.0,8671591.0,14330199.0,11500895.0,86.71591,143.30199,115.00895,"['aws', 'javascript', 'machine learning']"
195,Marketing Analyst,Education,,,,,,,,,Adobe,"San Francisco, USA",Full-time,Senior level,"Machine Learning, React, Tableau, Python, Kubernetes",109942.0,184863.0,True,22-06-2023,147402.5,9125186.0,15343629.0,12234407.5,91.25186,153.43629,122.344075,"['machine learning', 'react', 'tableau', 'python', 'kubernetes']"
196,Business Analyst,Technology,,,,,,,,,Google,"Bangalore, India",Contract,Senior level,"React, SQL, Tableau, JavaScript, Power BI, Data Visualization",63423.0,105867.0,False,11-03-2024,84645.0,5264109.0,8786961.0,7025535.0,52.64109,87.86961,70.25535,"['react', 'sql', 'tableau', 'javascript', 'power bi', 'data visualization']"
197,Product Manager,Education,,,,,,,,,Meta,"New York, USA",Contract,Senior level,"Azure, Power BI, AWS, Tableau",71755.0,100004.0,False,14-03-2024,85879.5,5955665.0,8300332.0,7127998.5,59.55665,83.00332,71.279985,"['azure', 'power bi', 'aws', 'tableau']"
198,DevOps Engineer,Finance,,,,,,,,,Google,"London, UK",Part-time,Mid level,"Power BI, Azure, JavaScript, Excel",62481.0,90252.0,False,10-06-2024,76366.5,5185923.0,7490916.0,6338419.5,51.85923,74.90916,63.384195,"['power bi', 'azure', 'javascript', 'excel']"
199,DevOps Engineer,E-commerce,,,,,,,,,IBM,"Bangalore, India",Full-time,Entry level,"Power BI, Azure, Kubernetes, Tableau, React",68634.0,113855.0,True,16-05-2024,91244.5,5696622.0,9449965.0,7573293.5,56.96622,94.49965,75.732935,"['power bi', 'azure', 'kubernetes', 'tableau', 'react']"
200,Data Scientist,Finance,,,,,,,,,Adobe,"Toronto, Canada",Part-time,Director,"AWS, Azure, Node.js, React, Machine Learning, Data Visualization",110089.0,167041.0,True,06-04-2023,138565.0,9137387.0,13864403.0,11500895.0,91.37387,138.64403,115.00895,"['aws', 'azure', 'node.js', 'react', 'machine learning', 'data visualization']"
201,Data Analyst,Technology,,,,,,,,,Google,"San Francisco, USA",Internship,Entry level,"Kubernetes, Node.js, Python, Docker",113614.0,168668.0,True,02-08-2024,141141.0,9429962.0,13999444.0,11714703.0,94.29962,139.99444,117.14703,"['kubernetes', 'node.js', 'python', 'docker']"
202,Business Analyst,Healthcare,,,,,,,,,Microsoft,"Berlin, Germany",Contract,Entry level,"Python, Docker, Excel, AWS",89566.0,120403.0,True,16-05-2023,104984.5,7433978.0,9993449.0,8713713.5,74.33978,99.93449,87.137135,"['python', 'docker', 'excel', 'aws']"
203,Data Analyst,Education,,,,,,,,,Meta,"Bangalore, India",Full-time,Mid level,"Machine Learning, Excel, Kubernetes, Python",61953.0,84428.0,True,15-03-2024,73190.5,5142099.0,7007524.0,6074811.5,51.42099,70.07524,60.748115,"['machine learning', 'excel', 'kubernetes', 'python']"
204,Software Engineer,Technology,,,,,,,,,Oracle,"San Francisco, USA",Part-time,Director,"SQL, Azure, React",65806.0,131159.0,False,18-12-2023,98482.5,5461898.0,10886197.0,8174047.5,54.61898,108.86197,81.740475,"['sql', 'azure', 'react']"
205,Software Engineer,E-commerce,,,,,,,,,Microsoft,Remote,Full-time,Mid level,"Power BI, JavaScript, Excel, Node.js, Java",100164.0,127615.0,False,21-05-2023,113889.5,8313612.0,10592045.0,9452828.5,83.13612,105.92045,94.528285,"['power bi', 'javascript', 'excel', 'node.js', 'java']"
206,Data Scientist,E-commerce,,,,,,,,,Amazon,"San Francisco, USA",Internship,Senior level,"Tableau, Java, JavaScript, AWS, Excel",78474.0,99836.0,True,29-03-2024,89155.0,6513342.0,8286388.0,7399865.0,65.13342,82.86388,73.99865,"['tableau', 'java', 'javascript', 'aws', 'excel']"
207,Business Analyst,Healthcare,,,,,,,,,Meta,Remote,Part-time,Director,"Tableau, Node.js, JavaScript",87345.0,100860.0,False,12-09-2023,94102.5,7249635.0,8371380.0,7810507.5,72.49635,83.7138,78.105075,"['tableau', 'node.js', 'javascript']"
208,Full Stack Developer,Healthcare,,,,,,,,,StartupX,"San Francisco, USA",Full-time,Senior level,"Docker, React, Data Visualization, Node.js",64777.0,106376.0,False,31-01-2024,85576.5,5376491.0,8829208.0,7102849.5,53.76491,88.29208,71.028495,"['docker', 'react', 'data visualization', 'node.js']"
209,Data Scientist,Finance,,,,,,,,,Google,"San Francisco, USA",Full-time,Senior level,"Node.js, Python, Tableau",72645.0,144381.0,False,13-07-2024,108513.0,6029535.0,11983623.0,9006579.0,60.29535,119.83623,90.06579,"['node.js', 'python', 'tableau']"
210,DevOps Engineer,Healthcare,,,,,,,,,IBM,"Toronto, Canada",Full-time,Mid level,"AWS, SQL, Machine Learning",87550.0,163223.0,True,02-06-2024,125386.5,7266650.0,13547509.0,10407079.5,72.6665,135.47509,104.070795,"['aws', 'sql', 'machine learning']"
211,AI Researcher,Finance,,,,,,,,,StartupX,"San Francisco, USA",Contract,Director,"JavaScript, SQL, Docker",92827.0,154040.0,True,09-06-2023,123433.5,7704641.0,12785320.0,10244980.5,77.04641,127.8532,102.449805,"['javascript', 'sql', 'docker']"
212,Software Engineer,Finance,,,,,,,,,Microsoft,"New York, USA",Part-time,Entry level,"Azure, Machine Learning, React, Power BI, AWS, Java",57212.0,107751.0,False,09-04-2024,82481.5,4748596.0,8943333.0,6845964.5,47.48596,89.43333,68.459645,"['azure', 'machine learning', 'react', 'power bi', 'aws', 'java']"
213,Data Analyst,Healthcare,,,,,,,,,Tesla,"Toronto, Canada",Contract,Entry level,"Kubernetes, Node.js, Machine Learning",85227.0,110700.0,False,10-05-2023,97963.5,7073841.0,9188100.0,8130970.5,70.73841,91.881,81.309705,"['kubernetes', 'node.js', 'machine learning']"
214,Machine Learning Engineer,Finance,,,,,,,,,Amazon,"London, UK",Full-time,Entry level,"Python, React, Node.js",115484.0,147357.0,True,26-02-2023,131420.5,9585172.0,12230631.0,10907901.5,95.85172,122.30631,109.079015,"['python', 'react', 'node.js']"
215,DevOps Engineer,Finance,,,,,,,,,Amazon,"Austin, USA",Full-time,Director,"JavaScript, Docker, Power BI, Azure, AWS",111835.0,169542.0,True,17-02-2023,140688.5,9282305.0,14071986.0,11677145.5,92.82305,140.71986,116.771455,"['javascript', 'docker', 'power bi', 'azure', 'aws']"
216,Marketing Analyst,Education,,,,,,,,,StartupX,"New York, USA",Part-time,Mid level,"Docker, SQL, Kubernetes",98864.0,124514.0,False,08-08-2024,111689.0,8205712.0,10334662.0,9270187.0,82.05712,103.34662,92.70187,"['docker', 'sql', 'kubernetes']"
217,Marketing Analyst,Healthcare,,,,,,,,,Oracle,"New York, USA",Contract,Mid level,"Power BI, Data Visualization, JavaScript, Kubernetes, Azure",92899.0,114221.0,False,15-11-2023,103560.0,7710617.0,9480343.0,8595480.0,77.10617,94.80343,85.9548,"['power bi', 'data visualization', 'javascript', 'kubernetes', 'azure']"
218,Data Analyst,Technology,,,,,,,,,IBM,"New York, USA",Part-time,Senior level,"Python, Tableau, Excel, Docker, AWS",82129.0,111864.0,True,20-07-2023,96996.5,6816707.0,9284712.0,8050709.5,68.16707,92.84712,80.507095,"['python', 'tableau', 'excel', 'docker', 'aws']"
219,DevOps Engineer,Technology,,,,,,,,,Oracle,"New York, USA",Part-time,Senior level,"Node.js, JavaScript, Machine Learning",119443.0,160660.0,False,30-07-2023,140051.5,9913769.0,13334780.0,11624274.5,99.13769,133.3478,116.242745,"['node.js', 'javascript', 'machine learning']"
220,AI Researcher,Technology,,,,,,,,,Microsoft,Remote,Part-time,Director,"Docker, Excel, Java",110091.0,131219.0,True,17-01-2024,120655.0,9137553.0,10891177.0,10014365.0,91.37553,108.91177,100.14365,"['docker', 'excel', 'java']"
221,DevOps Engineer,Healthcare,,,,,,,,,FinTechHub,"Berlin, Germany",Contract,Director,"SQL, JavaScript, Java, Data Visualization",84208.0,135496.0,True,26-10-2023,109852.0,6989264.0,11246168.0,9117716.0,69.89264,112.46168,91.17716,"['sql', 'javascript', 'java', 'data visualization']"
222,Full Stack Developer,Education,,,,,,,,,Oracle,"Berlin, Germany",Internship,Entry level,"Tableau, JavaScript, Kubernetes, AWS, Node.js",63848.0,95392.0,False,09-06-2023,79620.0,5299384.0,7917536.0,6608460.0,52.99384,79.17536,66.0846,"['tableau', 'javascript', 'kubernetes', 'aws', 'node.js']"
223,Business Analyst,Finance,,,,,,,,,FinTechHub,"New York, USA",Part-time,Senior level,"Power BI, JavaScript, Azure",61851.0,92509.0,False,03-05-2023,77180.0,5133633.0,7678247.0,6405940.0,51.33633,76.78247,64.0594,"['power bi', 'javascript', 'azure']"
224,Business Analyst,Education,,,,,,,,,Amazon,"New York, USA",Internship,Director,"SQL, Kubernetes, Node.js, Java",56416.0,105585.0,True,09-06-2024,81000.5,4682528.0,8763555.0,6723041.5,46.82528,87.63555,67.230415,"['sql', 'kubernetes', 'node.js', 'java']"
225,Software Engineer,Education,,,,,,,,,Meta,"Toronto, Canada",Contract,Entry level,"Node.js, React, SQL, Python, Tableau",58083.0,97218.0,True,13-01-2023,77650.5,4820889.0,8069094.0,6444991.5,48.20889,80.69094,64.449915,"['node.js', 'react', 'sql', 'python', 'tableau']"
226,Machine Learning Engineer,Finance,,,,,,,,,Microsoft,"New York, USA",Internship,Entry level,"React, Power BI, Docker, Kubernetes, Python, Tableau",66880.0,88935.0,False,30-03-2024,77907.5,5551040.0,7381605.0,6466322.5,55.5104,73.81605,64.663225,"['react', 'power bi', 'docker', 'kubernetes', 'python', 'tableau']"
227,Software Engineer,Technology,,,,,,,,,Netflix,"London, UK",Internship,Mid level,"Excel, AWS, Kubernetes, Docker",96392.0,134535.0,False,26-06-2023,115463.5,8000536.0,11166405.0,9583470.5,80.00536,111.66405,95.834705,"['excel', 'aws', 'kubernetes', 'docker']"
228,DevOps Engineer,Education,,,,,,,,,Amazon,"Toronto, Canada",Part-time,Mid level,"Docker, Tableau, Power BI",61497.0,108167.0,False,04-03-2023,84832.0,5104251.0,8977861.0,7041056.0,51.04251,89.77861,70.41056,"['docker', 'tableau', 'power bi']"
229,AI Researcher,Finance,,,,,,,,,Adobe,"Berlin, Germany",Internship,Senior level,"Azure, Data Visualization, JavaScript",113527.0,168620.0,True,06-05-2024,141073.5,9422741.0,13995460.0,11709100.5,94.22741,139.9546,117.091005,"['azure', 'data visualization', 'javascript']"
230,Marketing Analyst,Finance,,,,,,,,,Tesla,"Seattle, USA",Part-time,Entry level,"AWS, Machine Learning, Tableau, Power BI",57679.0,129503.0,True,15-10-2023,93591.0,4787357.0,10748749.0,7768053.0,47.87357,107.48749,77.68053,"['aws', 'machine learning', 'tableau', 'power bi']"
231,Software Engineer,Education,,,,,,,,,Amazon,"Seattle, USA",Contract,Senior level,"Power BI, Node.js, Azure",100911.0,157415.0,True,13-08-2023,129163.0,8375613.0,13065445.0,10720529.0,83.75613,130.65445,107.20529,"['power bi', 'node.js', 'azure']"
232,Marketing Analyst,Technology,,,,,,,,,Netflix,"Austin, USA",Internship,Entry level,"JavaScript, Data Visualization, Node.js",74672.0,149189.0,True,30-07-2024,111930.5,6197776.0,12382687.0,9290231.5,61.97776,123.82687,92.902315,"['javascript', 'data visualization', 'node.js']"
233,Machine Learning Engineer,Finance,,,,,,,,,Salesforce,"Seattle, USA",Part-time,Senior level,"Python, Node.js, Java, Data Visualization, Tableau",112650.0,122739.0,True,23-06-2024,117694.5,9349950.0,10187337.0,9768643.5,93.4995,101.87337,97.686435,"['python', 'node.js', 'java', 'data visualization', 'tableau']"
234,Machine Learning Engineer,Healthcare,,,,,,,,,FinTechHub,"Toronto, Canada",Full-time,Senior level,"Java, Node.js, Power BI, Docker, Excel",97826.0,117332.0,False,22-06-2024,107579.0,8119558.0,9738556.0,8929057.0,81.19558,97.38556,89.29057,"['java', 'node.js', 'power bi', 'docker', 'excel']"
235,Product Manager,Healthcare,,,,,,,,,StartupX,"Austin, USA",Internship,Senior level,"Java, Power BI, Python, React",72833.0,129602.0,False,21-11-2023,101217.5,6045139.0,10756966.0,8401052.5,60.45139,107.56966,84.010525,"['java', 'power bi', 'python', 'react']"
236,AI Researcher,Finance,,,,,,,,,Tesla,"Seattle, USA",Full-time,Director,"Power BI, SQL, JavaScript, Azure, Node.js",54244.0,88109.0,True,04-08-2024,71176.5,4502252.0,7313047.0,5907649.5,45.02252,73.13047,59.076495,"['power bi', 'sql', 'javascript', 'azure', 'node.js']"
237,Data Analyst,Healthcare,,,,,,,,,Netflix,"Seattle, USA",Part-time,Entry level,"Tableau, SQL, Power BI, Python, Node.js",94007.0,162547.0,False,01-04-2023,128277.0,7802581.0,13491401.0,10646991.0,78.02581,134.91401,106.46991,"['tableau', 'sql', 'power bi', 'python', 'node.js']"
238,DevOps Engineer,Technology,,,,,,,,,Oracle,"Toronto, Canada",Contract,Director,"Tableau, React, Data Visualization, Excel, Power BI, JavaScript",105004.0,136806.0,True,24-03-2024,120905.0,8715332.0,11354898.0,10035115.0,87.15332,113.54898,100.35115,"['tableau', 'react', 'data visualization', 'excel', 'power bi', 'javascript']"
239,Business Analyst,Technology,,,,,,,,,Google,"Berlin, Germany",Contract,Entry level,"Java, Docker, Node.js, Power BI, SQL",59661.0,74040.0,True,07-04-2024,66850.5,4951863.0,6145320.0,5548591.5,49.51863,61.4532,55.485915,"['java', 'docker', 'node.js', 'power bi', 'sql']"
240,DevOps Engineer,Technology,,,,,,,,,StartupX,"Austin, USA",Internship,Mid level,"Azure, JavaScript, React",113273.0,127335.0,False,13-12-2023,120304.0,9401659.0,10568805.0,9985232.0,94.01659,105.68805,99.85232,"['azure', 'javascript', 'react']"
241,Business Analyst,Education,,,,,,,,,Meta,"San Francisco, USA",Full-time,Director,"Java, Python, Azure, React, Docker, SQL",84768.0,131667.0,False,21-07-2024,108217.5,7035744.0,10928361.0,8982052.5,70.35744,109.28361,89.820525,"['java', 'python', 'azure', 'react', 'docker', 'sql']"
242,Data Analyst,E-commerce,,,,,,,,,Meta,"Austin, USA",Contract,Entry level,"AWS, Tableau, Docker",76171.0,98883.0,False,06-05-2024,87527.0,6322193.0,8207289.0,7264741.0,63.22193,82.07289,72.64741,"['aws', 'tableau', 'docker']"
243,Marketing Analyst,Healthcare,,,,,,,,,IBM,"Austin, USA",Contract,Director,"Kubernetes, Python, AWS, Node.js",84734.0,106679.0,False,15-05-2024,95706.5,7032922.0,8854357.0,7943639.5,70.32922,88.54357,79.436395,"['kubernetes', 'python', 'aws', 'node.js']"
244,AI Researcher,Healthcare,,,,,,,,,Google,"Austin, USA",Full-time,Entry level,"Tableau, Data Visualization, JavaScript, Machine Learning, Python, Docker",79654.0,124854.0,False,27-09-2023,102254.0,6611282.0,10362882.0,8487082.0,66.11282,103.62882,84.87082,"['tableau', 'data visualization', 'javascript', 'machine learning', 'python', 'docker']"
245,Full Stack Developer,Education,,,,,,,,,Netflix,"San Francisco, USA",Internship,Entry level,"SQL, Tableau, Kubernetes, Java",112236.0,153122.0,True,02-07-2024,132679.0,9315588.0,12709126.0,11012357.0,93.15588,127.09126,110.12357,"['sql', 'tableau', 'kubernetes', 'java']"
246,Data Analyst,Finance,,,,,,,,,IBM,"San Francisco, USA",Internship,Mid level,"Azure, Power BI, Tableau, SQL, React",75260.0,101799.0,False,05-08-2023,88529.5,6246580.0,8449317.0,7347948.5,62.4658,84.49317,73.479485,"['azure', 'power bi', 'tableau', 'sql', 'react']"
247,Business Analyst,Technology,,,,,,,,,Adobe,"Bangalore, India",Full-time,Director,"Java, Node.js, Data Visualization, Tableau, Power BI, SQL",102082.0,154828.0,True,23-07-2024,128455.0,8472806.0,12850724.0,10661765.0,84.72806,128.50724,106.61765,"['java', 'node.js', 'data visualization', 'tableau', 'power bi', 'sql']"
248,Marketing Analyst,E-commerce,,,,,,,,,Tesla,"Toronto, Canada",Contract,Director,"Python, Java, AWS, Docker, React, Data Visualization",63237.0,110735.0,False,30-07-2024,86986.0,5248671.0,9191005.0,7219838.0,52.48671,91.91005,72.19838,"['python', 'java', 'aws', 'docker', 'react', 'data visualization']"
249,Product Manager,Technology,,,,,,,,,Google,"Bangalore, India",Contract,Senior level,"React, Tableau, AWS, Node.js, Power BI",101877.0,155326.0,False,09-02-2023,128601.5,8455791.0,12892058.0,10673924.5,84.55791,128.92058,106.739245,"['react', 'tableau', 'aws', 'node.js', 'power bi']"
250,Business Analyst,E-commerce,,,,,,,,,FinTechHub,"Bangalore, India",Contract,Senior level,"JavaScript, Kubernetes, Node.js",79878.0,107492.0,False,11-04-2023,93685.0,6629874.0,8921836.0,7775855.0,66.29874,89.21836,77.75855,"['javascript', 'kubernetes', 'node.js']"
251,Data Analyst,Education,,,,,,,,,Adobe,"Austin, USA",Full-time,Senior level,"Java, Tableau, Machine Learning, Data Visualization, Python, Node.js",117698.0,176707.0,True,11-05-2024,147202.5,9768934.0,14666681.0,12217807.5,97.68934,146.66681,122.178075,"['java', 'tableau', 'machine learning', 'data visualization', 'python', 'node.js']"
252,Data Analyst,Healthcare,,,,,,,,,Oracle,"New York, USA",Contract,Mid level,"React, Kubernetes, Machine Learning, Docker, Excel",57553.0,100254.0,True,25-07-2023,78903.5,4776899.0,8321082.0,6548990.5,47.76899,83.21082,65.489905,"['react', 'kubernetes', 'machine learning', 'docker', 'excel']"
253,Full Stack Developer,Education,,,,,,,,,Salesforce,"Bangalore, India",Part-time,Director,"Azure, Java, AWS, Power BI, SQL",81711.0,140530.0,False,01-02-2023,111120.5,6782013.0,11663990.0,9223001.5,67.82013,116.6399,92.230015,"['azure', 'java', 'aws', 'power bi', 'sql']"
254,Software Engineer,Finance,,,,,,,,,Salesforce,"Seattle, USA",Part-time,Mid level,"Excel, Docker, Machine Learning, Python, Node.js",100667.0,117174.0,True,29-01-2023,108920.5,8355361.0,9725442.0,9040401.5,83.55361,97.25442,90.404015,"['excel', 'docker', 'machine learning', 'python', 'node.js']"
255,AI Researcher,Healthcare,,,,,,,,,Google,"Seattle, USA",Contract,Senior level,"Node.js, Docker, Azure, Kubernetes, AWS, JavaScript",67342.0,100043.0,False,30-04-2024,83692.5,5589386.0,8303569.0,6946477.5,55.89386,83.03569,69.464775,"['node.js', 'docker', 'azure', 'kubernetes', 'aws', 'javascript']"
256,AI Researcher,Healthcare,,,,,,,,,Microsoft,"New York, USA",Contract,Senior level,"Kubernetes, SQL, Azure",118241.0,180296.0,False,06-11-2023,149268.5,9814003.0,14964568.0,12389285.5,98.14003,149.64568,123.892855,"['kubernetes', 'sql', 'azure']"
257,Business Analyst,Education,,,,,,,,,Meta,"Austin, USA",Part-time,Entry level,"Excel, Azure, Node.js, Java, Python, Kubernetes",86291.0,130520.0,False,29-11-2023,108405.5,7162153.0,10833160.0,8997656.5,71.62153,108.3316,89.976565,"['excel', 'azure', 'node.js', 'java', 'python', 'kubernetes']"
258,DevOps Engineer,Finance,,,,,,,,,FinTechHub,"New York, USA",Part-time,Senior level,"Node.js, Excel, Azure, Machine Learning, AWS, Java",104862.0,167893.0,True,23-09-2023,136377.5,8703546.0,13935119.0,11319332.5,87.03546,139.35119,113.193325,"['node.js', 'excel', 'azure', 'machine learning', 'aws', 'java']"
259,Software Engineer,Technology,,,,,,,,,FinTechHub,"London, UK",Part-time,Senior level,"Azure, JavaScript, Power BI, AWS",62793.0,134499.0,False,28-10-2023,98646.0,5211819.0,11163417.0,8187618.0,52.11819,111.63417,81.87618,"['azure', 'javascript', 'power bi', 'aws']"
260,AI Researcher,Technology,,,,,,,,,Netflix,"Bangalore, India",Full-time,Director,"Kubernetes, JavaScript, Machine Learning",98717.0,142869.0,True,06-12-2023,120793.0,8193511.0,11858127.0,10025819.0,81.93511,118.58127,100.25819,"['kubernetes', 'javascript', 'machine learning']"
261,DevOps Engineer,Healthcare,,,,,,,,,Google,"Austin, USA",Part-time,Mid level,"Data Visualization, Kubernetes, Java, Azure, Tableau, SQL",119446.0,168552.0,False,26-01-2024,143999.0,9914018.0,13989816.0,11951917.0,99.14018,139.89816,119.51917,"['data visualization', 'kubernetes', 'java', 'azure', 'tableau', 'sql']"
262,Data Analyst,Finance,,,,,,,,,Google,"Bangalore, India",Contract,Mid level,"Kubernetes, Tableau, React, SQL",73176.0,124255.0,True,07-12-2023,98715.5,6073608.0,10313165.0,8193386.5,60.73608,103.13165,81.933865,"['kubernetes', 'tableau', 'react', 'sql']"
263,DevOps Engineer,Education,,,,,,,,,Oracle,"Toronto, Canada",Full-time,Entry level,"Power BI, Azure, Python, React",106283.0,169156.0,True,20-03-2024,137719.5,8821489.0,14039948.0,11430718.5,88.21489,140.39948,114.307185,"['power bi', 'azure', 'python', 'react']"
264,Product Manager,Technology,,,,,,,,,FinTechHub,"Berlin, Germany",Contract,Mid level,"Machine Learning, Data Visualization, AWS, Java, SQL, Python",50540.0,93153.0,False,19-01-2023,71846.5,4194820.0,7731699.0,5963259.5,41.9482,77.31699,59.632595,"['machine learning', 'data visualization', 'aws', 'java', 'sql', 'python']"
265,AI Researcher,Healthcare,,,,,,,,,Adobe,"Berlin, Germany",Internship,Mid level,"Azure, Tableau, JavaScript, Java, Docker, Python",109759.0,187954.0,True,25-10-2023,148856.5,9109997.0,15600182.0,12355089.5,91.09997,156.00182,123.550895,"['azure', 'tableau', 'javascript', 'java', 'docker', 'python']"
266,Data Analyst,Healthcare,,,,,,,,,Salesforce,Remote,Part-time,Entry level,"Docker, Excel, AWS",67197.0,104878.0,True,18-08-2023,86037.5,5577351.0,8704874.0,7141112.5,55.77351,87.04874,71.411125,"['docker', 'excel', 'aws']"
267,Data Analyst,E-commerce,,,,,,,,,FinTechHub,"San Francisco, USA",Internship,Director,"Machine Learning, AWS, Kubernetes",64170.0,76757.0,True,19-02-2023,70463.5,5326110.0,6370831.0,5848470.5,53.2611,63.70831,58.484705,"['machine learning', 'aws', 'kubernetes']"
268,DevOps Engineer,E-commerce,,,,,,,,,StartupX,"San Francisco, USA",Contract,Mid level,"Machine Learning, Power BI, Data Visualization",51219.0,100686.0,True,30-07-2023,75952.5,4251177.0,8356938.0,6304057.5,42.51177,83.56938,63.040575,"['machine learning', 'power bi', 'data visualization']"
269,Full Stack Developer,Healthcare,,,,,,,,,Meta,"Seattle, USA",Contract,Mid level,"AWS, Java, Python, Machine Learning, Kubernetes, JavaScript",64943.0,88871.0,False,17-10-2023,76907.0,5390269.0,7376293.0,6383281.0,53.90269,73.76293,63.83281,"['aws', 'java', 'python', 'machine learning', 'kubernetes', 'javascript']"
270,Data Analyst,Finance,,,,,,,,,StartupX,"San Francisco, USA",Full-time,Director,"Tableau, Machine Learning, SQL",80737.0,91095.0,True,05-12-2023,85916.0,6701171.0,7560885.0,7131028.0,67.01171,75.60885,71.31028,"['tableau', 'machine learning', 'sql']"
271,Business Analyst,Finance,,,,,,,,,Netflix,"Bangalore, India",Full-time,Entry level,"React, AWS, Azure",80298.0,150165.0,False,20-09-2023,115231.5,6664734.0,12463695.0,9564214.5,66.64734,124.63695,95.642145,"['react', 'aws', 'azure']"
272,Data Analyst,Healthcare,,,,,,,,,Google,"Austin, USA",Part-time,Senior level,"Data Visualization, AWS, Power BI, SQL, Azure, Excel",65191.0,87642.0,True,12-03-2024,76416.5,5410853.0,7274286.0,6342569.5,54.10853,72.74286,63.425695,"['data visualization', 'aws', 'power bi', 'sql', 'azure', 'excel']"
273,Full Stack Developer,Finance,,,,,,,,,Netflix,"Toronto, Canada",Internship,Director,"Java, Power BI, React",102530.0,164991.0,True,27-04-2023,133760.5,8509990.0,13694253.0,11102121.5,85.0999,136.94253,111.021215,"['java', 'power bi', 'react']"
274,AI Researcher,Healthcare,,,,,,,,,Oracle,"Bangalore, India",Part-time,Director,"React, Excel, Power BI",63593.0,128122.0,True,13-06-2023,95857.5,5278219.0,10634126.0,7956172.5,52.78219,106.34126,79.561725,"['react', 'excel', 'power bi']"
